employee_id,first_name,last_name,department,level,location,gender,hire_date,tenure_years,annual_base_salary,currency,performance_rating,comp_satisfaction_score,commission_eligible,sales_target_attainment_pct,sales_commission_base,retention_bonus_flag,spot_bonus_event,role_median_salary,pct_vs_role_median,market_benchmark_salary,pct_vs_market,attrition_risk_score,left_company,performance_bonus,sales_commission,retention_bonus,spot_bonus,total_bonus
EMP1308,Kyle,Alexander,Marketing,Manager,Remote - UK,Female,2021-07-24,5.1,203800.0,USD,3.0,7.6,False,,,False,True,171900.0,18.6,167200.0,21.9,15.6,0,6114.0,0.0,0.0,500.0,6614.0
EMP1309,Jessica,Davis,Marketing,Senior,Remote - US,Female,2021-11-06,4.8,78900.0,USD,3.0,5.6,False,,,False,False,90700.0,-13.0,87000.0,-9.3,45.9,0,2367.0,0.0,0.0,0.0,2367.0
EMP1310,Julie,Thompson,Marketing,Manager,Lagos,Female,2026-04-20,0.3,72000.0,USD,2.5,5.1,False,,,False,False,79900.0,-9.9,79700.0,-9.7,54.5,1,216.0,0.0,0.0,0.0,216.0
EMP1311,Amber,Mata,Product,Senior,Remote - US,Female,2025-09-03,0.9,216400.0,USD,2.5,4.1,False,,,False,False,177000.0,22.3,180400.0,20.0,45.9,0,1947.6,0.0,0.0,0.0,1947.6
EMP1312,Robin,Rivas,Engineering,Mid,Remote - UK,Female,2025-12-09,0.7,163100.0,USD,3.0,5.9,False,,,False,False,114350.0,42.6,109800.0,48.5,28.7,0,3425.1,0.0,0.0,0.0,3425.1
EMP1313,Makayla,Olson,HR & People,Junior,Port Harcourt,Male,2026-02-04,0.5,43900.0,USD,3.0,6.3,False,,,False,False,43900.0,0.0,49100.0,-10.6,41.8,0,658.5,0.0,0.0,0.0,658.5
EMP1314,Julie,Morgan,Engineering,Lead,Lagos,Female,2025-01-31,1.6,133500.0,USD,4.5,7.5,False,,,False,False,121600.0,9.8,115600.0,15.5,12.7,0,13350.0,0.0,0.0,0.0,13350.0
EMP1315,Sydney,Taylor,Engineering,Mid,Remote - Canada,Non-binary,2020-12-22,5.6,107000.0,USD,2.5,6.4,False,,,False,False,122150.0,-12.4,135700.0,-21.1,60.2,0,1070.0,0.0,0.0,0.0,1070.0
EMP1316,Michelle,Ramsey,Engineering,Lead,Abuja,Female,2025-02-09,1.6,143300.0,USD,3.0,5.5,False,,,False,False,119550.0,19.9,131600.0,8.9,26.6,0,4299.0,0.0,0.0,0.0,4299.0
EMP1317,Tammy,Ballard,Operations,Senior,Abuja,Male,2025-11-29,0.8,61800.0,USD,4.5,4.4,False,,,False,False,52800.0,17.0,57200.0,8.0,42.0,0,4944.0,0.0,0.0,0.0,4944.0
EMP1318,Krystal,Smith,Sales,Junior,Lagos,Female,2022-02-11,4.5,36000.0,USD,3.5,8.2,True,87.2,12600.0,False,True,45500.0,-20.9,45000.0,-20.0,41.5,0,1800.0,1098.72,0.0,500.0,3398.72
EMP1319,Shawn,Chambers,Operations,Lead,Remote - Canada,Female,2023-09-29,2.9,85200.0,USD,3.0,4.5,False,,,True,False,100500.0,-15.2,105600.0,-19.3,62.9,0,2556.0,0.0,6816.0,0.0,9372.0
EMP1320,Brenda,Carson,HR & People,Senior,Remote - UK,Female,2025-01-23,1.6,90900.0,USD,3.5,4.4,False,,,False,True,104300.0,-12.8,99400.0,-8.6,45.3,0,4545.0,0.0,0.0,500.0,5045.0
EMP1321,Daniel,Hall,Engineering,Junior,Lagos,Male,2025-01-03,1.7,63000.0,USD,3.0,7.3,False,,,False,False,65600.0,-4.0,71200.0,-11.5,29.1,0,1890.0,0.0,0.0,0.0,1890.0
EMP1322,Nicole,Hoffman,Operations,Director,Remote - Canada,Female,2022-01-22,4.5,126100.0,USD,2.0,7.4,False,,,False,False,200900.0,-37.2,206000.0,-38.8,72.0,1,0.0,0.0,0.0,0.0,0.0
EMP1323,Jeffrey,Brown,Sales,Junior,Port Harcourt,Female,2022-01-02,4.7,30300.0,USD,3.5,5.2,True,85.8,10605.0,False,False,35200.0,-13.9,35400.0,-14.4,48.5,0,1515.0,909.91,0.0,0.0,2424.91
EMP1324,Regina,Turner,Sales,Mid,Remote - Canada,Female,2023-02-02,3.6,60800.0,USD,3.0,7.4,True,117.1,21280.0,False,False,92900.0,-34.6,88900.0,-31.6,48.6,0,1824.0,2673.83,0.0,0.0,4497.83
EMP1325,Donald,Shah,Sales,Junior,Remote - Canada,Male,2022-10-27,3.8,56800.0,USD,4.5,6.1,True,98.4,19880.0,False,False,67400.0,-15.7,59400.0,-4.4,28.4,0,5680.0,1956.19,0.0,0.0,7636.19
EMP1326,Travis,Davis,Product,Junior,Port Harcourt,Male,2025-07-03,1.1,76400.0,USD,3.0,8.2,False,,,False,False,58800.0,29.9,56900.0,34.3,22.2,0,2292.0,0.0,0.0,0.0,2292.0
EMP1327,Derek,Chavez,Sales,Senior,Remote - UK,Male,2015-02-08,11.6,101100.0,USD,3.0,6.1,True,59.0,35385.0,False,False,121600.0,-16.9,133400.0,-24.2,63.7,1,3033.0,2087.71,0.0,0.0,5120.71
EMP1328,Julia,Bautista,Product,Junior,Abuja,Male,2026-05-13,0.3,41500.0,USD,3.0,7.1,False,,,False,False,59200.0,-29.9,59500.0,-30.3,63.9,1,373.5,0.0,0.0,0.0,373.5
EMP1329,Julia,Moore,Customer Support,Mid,Lagos,Male,2023-10-29,2.8,46300.0,USD,2.5,7.3,False,,,False,False,36750.0,26.0,37500.0,23.5,21.3,0,463.0,0.0,0.0,0.0,463.0
EMP1330,Corey,Burns,HR & People,Junior,Lagos,Female,2023-10-28,2.8,39400.0,USD,4.0,5.6,False,,,False,False,45700.0,-13.8,48900.0,-19.4,50.5,0,3152.0,0.0,0.0,0.0,3152.0
EMP1331,Stephanie,Johnson,Engineering,Senior,Lagos,Female,2026-01-07,0.6,84300.0,USD,3.0,6.6,False,,,False,False,84300.0,0.0,96000.0,-12.2,45.0,0,1517.4,0.0,0.0,0.0,1517.4
EMP1332,Scott,Sampson,Customer Support,Mid,Port Harcourt,Female,2026-02-11,0.5,26700.0,USD,4.0,6.2,False,,,False,False,34200.0,-21.9,37900.0,-29.6,77.2,1,1068.0,0.0,0.0,0.0,1068.0
EMP1333,Cory,Jennings,Operations,Manager,Remote - Canada,Male,2023-11-24,2.8,176800.0,USD,2.0,4.8,False,,,True,False,141400.0,25.0,137400.0,28.7,43.3,0,0.0,0.0,14144.0,0.0,14144.0
EMP1334,Tiffany,Howard,HR & People,Junior,Port Harcourt,Female,2026-03-29,0.4,54400.0,USD,4.0,6.1,False,,,False,True,43900.0,23.9,40100.0,35.7,30.4,0,1740.8,0.0,0.0,500.0,2240.8
EMP1335,James,Martinez,Sales,Senior,Lagos,Male,2022-03-21,4.4,99800.0,USD,3.5,3.1,True,78.5,34930.0,True,True,74400.0,34.1,87200.0,14.4,39.9,0,4990.0,2742.01,7984.0,500.0,16216.01
EMP1336,Shawn,Bates,Finance,Mid,Lagos,Male,2025-11-21,0.8,66400.0,USD,4.0,5.7,False,,,False,False,61400.0,8.1,71600.0,-7.3,43.8,0,4249.6,0.0,0.0,0.0,4249.6
EMP1337,Carla,Smith,Engineering,Mid,Remote - Canada,Female,2025-12-16,0.7,71800.0,USD,1.5,5.2,False,,,False,False,122150.0,-41.2,127200.0,-43.6,90.7,1,0.0,0.0,0.0,0.0,0.0
EMP1338,John,Martinez,Marketing,Mid,Abuja,Female,2019-11-20,6.8,36500.0,USD,3.5,6.8,False,,,False,True,52500.0,-30.5,50100.0,-27.1,57.1,0,1825.0,0.0,0.0,500.0,2325.0
EMP1339,Casey,Hubbard,Customer Support,Mid,Lagos,Male,2017-08-25,9.0,41600.0,USD,3.0,6.8,False,,,False,True,36750.0,13.2,40000.0,4.0,25.7,0,1248.0,0.0,0.0,500.0,1748.0
EMP1340,Jason,Kane,Operations,Manager,Remote - UK,Female,2025-05-21,1.2,145800.0,USD,3.0,6.8,False,,,False,False,163300.0,-10.7,167100.0,-12.7,47.1,0,4374.0,0.0,0.0,0.0,4374.0
EMP1341,Dylan,Lester,Sales,Mid,Abuja,Male,2023-10-23,2.8,37100.0,USD,4.0,4.3,True,90.1,12985.0,False,False,48100.0,-22.9,49200.0,-24.6,73.0,1,2968.0,1169.95,0.0,0.0,4137.95
EMP1342,Michele,Thomas,Sales,Mid,Lagos,Male,2024-06-15,2.1,45700.0,USD,4.5,6.5,True,105.6,15995.0,False,False,54750.0,-16.5,59300.0,-22.9,56.2,0,4570.0,1733.86,0.0,0.0,6303.86
EMP1343,John,Thompson,HR & People,Mid,Remote - UK,Female,2023-03-05,3.4,108000.0,USD,3.5,5.6,False,,,False,False,82050.0,31.6,86200.0,25.3,26.7,0,5400.0,0.0,0.0,0.0,5400.0
EMP1344,Anthony,Smith,Customer Support,Mid,Remote - US,Female,2021-12-18,4.7,67100.0,USD,3.5,2.7,False,,,True,False,71600.0,-6.3,68700.0,-2.3,51.7,0,3355.0,0.0,5368.0,0.0,8723.0
EMP1345,John,Morris,Sales,Director,Remote - US,Female,2023-04-14,3.4,212300.0,USD,4.0,7.1,True,96.8,74305.0,False,False,198500.0,7.0,200600.0,5.8,11.7,0,16984.0,7192.72,0.0,0.0,24176.72
EMP1346,Brian,Harmon,Product,Junior,Port Harcourt,Male,2023-08-01,3.0,41200.0,USD,4.0,4.2,False,,,False,False,58800.0,-29.9,62900.0,-34.5,78.0,1,3296.0,0.0,0.0,0.0,3296.0
EMP1347,Julie,Alvarez,Engineering,Junior,Lagos,Female,2023-01-15,3.6,85900.0,USD,3.5,4.6,False,,,False,True,65600.0,30.9,69600.0,23.4,34.3,0,4295.0,0.0,0.0,500.0,4795.0
EMP1348,William,Rodriguez,Operations,Senior,Lagos,Female,2026-06-24,0.2,74600.0,USD,3.0,5.7,False,,,False,True,53550.0,39.3,56000.0,33.2,34.0,0,447.6,0.0,0.0,500.0,947.6
EMP1349,Sonia,Williams,Operations,Mid,Lagos,Male,2026-07-15,0.1,60500.0,USD,4.0,6.3,False,,,False,False,41600.0,45.4,45200.0,33.8,15.6,0,484.0,0.0,0.0,0.0,484.0
EMP1350,Michelle,Boyd,Product,Mid,Lagos,Male,2025-10-12,0.9,106300.0,USD,3.5,8.0,False,,,False,False,96600.0,10.0,97400.0,9.1,19.4,0,4783.5,0.0,0.0,0.0,4783.5
EMP1351,Tamara,Brown,Marketing,Lead,Lagos,Female,2022-05-01,4.3,100500.0,USD,3.5,4.4,False,,,False,False,91900.0,9.4,95600.0,5.1,39.7,0,5025.0,0.0,0.0,0.0,5025.0
EMP1352,Richard,Parks,Sales,Junior,Remote - UK,Female,2024-10-30,1.8,68400.0,USD,2.5,3.8,True,102.7,23940.0,False,False,68400.0,0.0,56600.0,20.8,43.0,0,684.0,2490.96,0.0,0.0,3174.96
EMP1353,Renee,Jones,HR & People,Junior,Lagos,Female,2025-06-07,1.2,37800.0,USD,3.5,5.8,False,,,False,False,45700.0,-17.3,45800.0,-17.5,68.1,1,1890.0,0.0,0.0,0.0,1890.0
EMP1354,Charlene,Jones,Operations,Junior,Remote - US,Male,2025-07-25,1.0,57600.0,USD,3.0,3.9,False,,,False,False,64450.0,-10.6,69300.0,-16.9,62.2,1,1728.0,0.0,0.0,0.0,1728.0
EMP1355,Cynthia,Kelley,Finance,Lead,Abuja,Female,2023-03-14,3.4,75300.0,USD,2.5,7.6,False,,,False,False,87400.0,-13.8,88000.0,-14.4,36.9,0,753.0,0.0,0.0,0.0,753.0
EMP1356,Virginia,Schmidt,Sales,Director,Remote - US,Male,2023-10-23,2.8,264900.0,USD,3.0,7.8,True,157.0,92715.0,False,False,198500.0,33.5,198900.0,33.2,14.1,0,7947.0,17198.63,0.0,0.0,25145.63
EMP1357,Catherine,Garcia,Engineering,Senior,Remote - Canada,Female,2019-09-25,6.9,172900.0,USD,3.5,8.3,False,,,False,True,140850.0,22.8,136300.0,26.9,11.2,0,8645.0,0.0,0.0,500.0,9145.0
EMP1358,Melissa,Curtis,HR & People,Junior,Remote - US,Non-binary,2025-09-01,1.0,58200.0,USD,4.0,8.1,False,,,False,False,80800.0,-28.0,88100.0,-33.9,59.9,1,4656.0,0.0,0.0,0.0,4656.0
EMP1359,Jennifer,Lewis,Operations,Senior,Remote - UK,Male,2025-03-07,1.5,83300.0,USD,3.5,5.2,False,,,False,False,87000.0,-4.3,92500.0,-9.9,38.0,0,4165.0,0.0,0.0,0.0,4165.0
EMP1360,Jeremy,Morgan,Operations,Senior,Lagos,Female,2026-02-16,0.5,64300.0,USD,3.0,8.2,False,,,False,False,53550.0,20.1,57800.0,11.2,14.3,0,964.5,0.0,0.0,0.0,964.5
EMP1361,Robert,Davis,Engineering,Mid,Lagos,Female,2025-10-29,0.8,42800.0,USD,4.5,3.7,False,,,False,False,74300.0,-42.4,68800.0,-37.8,93.4,1,3424.0,0.0,0.0,0.0,3424.0
EMP1362,Elizabeth,Brooks,Product,Junior,Remote - US,Male,2024-06-03,2.2,118400.0,USD,3.5,3.5,False,,,False,False,117700.0,0.6,120100.0,-1.4,51.0,0,5920.0,0.0,0.0,0.0,5920.0
EMP1363,Sandra,Jones,Sales,Senior,Lagos,Male,2023-06-25,3.1,95000.0,USD,4.0,7.6,True,126.5,33250.0,False,False,74400.0,27.7,75400.0,26.0,27.6,0,7600.0,4646.69,0.0,0.0,12246.69
EMP1364,Christopher,Davis,Engineering,Junior,Lagos,Female,2023-11-22,2.8,69400.0,USD,3.5,4.4,False,,,False,False,65600.0,5.8,66500.0,4.4,43.4,0,3470.0,0.0,0.0,0.0,3470.0
EMP1365,Lisa,Hawkins,Engineering,Junior,Lagos,Male,2020-04-11,6.4,74000.0,USD,4.0,6.1,False,,,False,False,65600.0,12.8,65100.0,13.7,18.7,0,5920.0,0.0,0.0,0.0,5920.0
EMP1366,Anna,Rivera,Sales,Junior,Remote - UK,Female,2025-11-06,0.8,44100.0,USD,4.0,6.2,True,102.0,15435.0,False,True,68400.0,-35.5,69000.0,-36.1,72.5,1,2822.4,1589.81,0.0,500.0,4912.21
EMP1367,Michael,Ortega,Operations,Mid,Port Harcourt,Female,2025-10-09,0.8,30300.0,USD,3.0,5.5,False,,,False,False,28700.0,5.6,31000.0,-2.3,35.6,0,727.2,0.0,0.0,0.0,727.2
EMP1368,Miranda,Griffith,Customer Support,Mid,Remote - Canada,Non-binary,2024-05-18,2.3,69700.0,USD,2.5,9.5,False,,,False,False,69700.0,0.0,63800.0,9.2,19.3,0,697.0,0.0,0.0,0.0,697.0
EMP1369,Caroline,Bell,Sales,Senior,Lagos,Male,2023-08-13,3.1,83600.0,USD,2.5,7.5,True,109.0,29260.0,False,False,74400.0,12.4,84600.0,-1.2,20.2,0,836.0,3321.01,0.0,0.0,4157.01
EMP1370,Jason,Douglas,Operations,Junior,Lagos,Female,2025-01-17,1.6,40900.0,USD,3.5,5.9,False,,,False,False,39700.0,3.0,42000.0,-2.6,23.9,0,2045.0,0.0,0.0,0.0,2045.0
EMP1371,Daniel,Bruce,Sales,Junior,Lagos,Male,2024-06-28,2.1,36600.0,USD,2.5,8.5,True,111.9,12810.0,False,False,45500.0,-19.6,46700.0,-21.6,42.1,0,366.0,1509.66,0.0,0.0,1875.66
EMP1372,Kathryn,Andrews,Finance,Junior,Lagos,Male,2020-10-25,5.8,62400.0,USD,4.5,7.5,False,,,False,False,46200.0,35.1,50100.0,24.6,19.5,0,6240.0,0.0,0.0,0.0,6240.0
EMP1373,Megan,Villegas,Customer Support,Junior,Remote - UK,Male,2025-06-26,1.2,66400.0,USD,2.5,8.7,False,,,False,False,47850.0,38.8,45100.0,47.2,19.1,0,664.0,0.0,0.0,0.0,664.0
EMP1374,Christina,Day,HR & People,Mid,Abuja,Male,2025-11-20,0.8,36500.0,USD,3.5,6.6,False,,,False,True,55800.0,-34.6,55200.0,-33.9,71.5,0,1460.0,0.0,0.0,500.0,1960.0
EMP1375,Sarah,Gallegos,Engineering,Mid,Lagos,Male,2011-04-08,15.3,77600.0,USD,2.5,3.5,False,,,False,False,74300.0,4.4,76000.0,2.1,47.6,0,776.0,0.0,0.0,0.0,776.0
EMP1376,Henry,Park,Engineering,Mid,Remote - UK,Female,2023-11-25,2.7,76800.0,USD,3.5,5.9,False,,,False,False,114350.0,-32.8,127100.0,-39.6,68.4,0,3840.0,0.0,0.0,0.0,3840.0
EMP1377,Matthew,Smith,Engineering,Mid,Lagos,Female,2026-02-07,0.5,92000.0,USD,5.0,8.1,False,,,False,False,74300.0,23.8,76300.0,20.6,15.8,0,5520.0,0.0,0.0,0.0,5520.0
EMP1378,Ashley,Morales,Engineering,Lead,Port Harcourt,Female,2024-06-30,2.2,142200.0,USD,3.0,5.9,False,,,False,False,142200.0,0.0,150300.0,-5.4,41.5,0,4266.0,0.0,0.0,0.0,4266.0
EMP1379,Cynthia,Johnson,Sales,Manager,Remote - UK,Male,2022-01-29,4.5,112400.0,USD,3.5,10.0,True,89.9,39340.0,False,False,164100.0,-31.5,163200.0,-31.1,40.0,0,5620.0,3536.67,0.0,0.0,9156.67
EMP1380,Jason,Barnes,Engineering,Manager,Lagos,Male,2017-10-12,8.9,100400.0,USD,3.5,1.9,False,,,False,False,127050.0,-21.0,134600.0,-25.4,80.6,1,5020.0,0.0,0.0,0.0,5020.0
EMP1381,Mitchell,Griffith,Finance,Mid,Remote - Canada,Male,2026-05-29,0.2,134300.0,USD,3.0,5.8,False,,,False,False,126350.0,6.3,142900.0,-6.0,29.6,0,805.8,0.0,0.0,0.0,805.8
EMP1382,Ashley,Miller,Engineering,Junior,Port Harcourt,Male,2025-05-19,1.3,44600.0,USD,3.0,6.4,False,,,False,False,51500.0,-13.4,56100.0,-20.5,65.4,1,1338.0,0.0,0.0,0.0,1338.0
EMP1383,Eric,Williamson,Operations,Mid,Remote - Canada,Male,2022-01-24,4.5,84400.0,USD,3.5,8.9,False,,,False,False,64700.0,30.4,66300.0,27.3,3.8,0,4220.0,0.0,0.0,0.0,4220.0
EMP1384,Joseph,Stanley,Operations,Senior,Lagos,Male,2024-06-18,2.2,46100.0,USD,3.5,5.4,False,,,False,False,53550.0,-13.9,57300.0,-19.5,59.0,1,2305.0,0.0,0.0,0.0,2305.0
EMP1385,Scott,Nelson,Engineering,Senior,Lagos,Female,2026-02-18,0.5,67500.0,USD,2.5,5.8,False,,,False,False,84300.0,-19.9,89800.0,-24.8,71.8,1,337.5,0.0,0.0,0.0,337.5
EMP1386,Daniel,Jordan,Engineering,Lead,Lagos,Male,2026-05-18,0.3,72600.0,USD,3.0,9.6,False,,,False,False,121600.0,-40.3,128900.0,-43.7,79.7,0,653.4,0.0,0.0,0.0,653.4
EMP1387,Erika,Tucker,Product,Junior,Lagos,Female,2025-12-30,0.6,65700.0,USD,3.0,6.2,False,,,False,False,56700.0,15.9,62200.0,5.6,28.5,0,1182.6,0.0,0.0,0.0,1182.6
EMP1388,Brandon,Foster,Engineering,Junior,Lagos,Female,2026-04-06,0.4,62200.0,USD,2.5,7.8,False,,,False,True,65600.0,-5.2,71900.0,-13.5,37.3,0,248.8,0.0,0.0,500.0,748.8
EMP1389,Adrian,Turner,Finance,Senior,Abuja,Male,2025-04-02,1.4,46500.0,USD,2.0,4.7,False,,,False,False,58000.0,-19.8,59300.0,-21.6,71.5,1,0.0,0.0,0.0,0.0,0.0
EMP1390,Derrick,Scott,Operations,Senior,Lagos,Female,2025-10-14,0.8,39500.0,USD,3.5,5.0,False,,,False,False,53550.0,-26.2,57200.0,-30.9,85.8,1,1580.0,0.0,0.0,0.0,1580.0
EMP1391,Adrian,Burgess,Customer Support,Manager,Lagos,Female,2025-05-28,1.2,79200.0,USD,3.5,5.1,False,,,False,False,76600.0,3.4,77100.0,2.7,32.6,0,3960.0,0.0,0.0,0.0,3960.0
EMP1392,Omar,Padilla,Sales,Lead,Lagos,Male,2025-01-30,1.5,91400.0,USD,2.5,7.3,True,111.9,31990.0,False,True,78050.0,17.1,76100.0,20.1,17.2,0,914.0,3770.02,0.0,500.0,5184.02
EMP1393,Martha,Drake,Finance,Junior,Abuja,Male,2025-03-28,1.4,49300.0,USD,2.5,9.4,False,,,False,False,46500.0,6.0,47100.0,4.7,1.3,0,493.0,0.0,0.0,0.0,493.0
EMP1394,Michelle,Williams,Product,Manager,Remote - US,Non-binary,2025-11-12,0.7,220900.0,USD,5.0,3.2,False,,,False,False,276300.0,-20.1,283300.0,-22.0,67.7,0,18555.6,0.0,0.0,0.0,18555.6
EMP1395,Samantha,Atkins,Sales,Mid,Port Harcourt,Male,2025-11-09,0.7,64500.0,USD,2.5,6.4,True,96.0,22575.0,False,False,42400.0,52.1,39400.0,63.7,34.7,0,451.5,2167.2,0.0,0.0,2618.7
EMP1396,Ashley,Mckinney,Engineering,Senior,Port Harcourt,Male,2023-04-01,3.4,103200.0,USD,2.5,6.4,False,,,False,False,90900.0,13.5,98300.0,5.0,24.2,0,1032.0,0.0,0.0,0.0,1032.0
EMP1397,Darius,Smith,Operations,Mid,Lagos,Female,2024-10-27,1.8,39700.0,USD,3.5,5.8,False,,,False,False,41600.0,-4.6,35900.0,10.6,24.9,0,1985.0,0.0,0.0,0.0,1985.0
EMP1398,Laurie,Montgomery,Operations,Mid,Port Harcourt,Male,2026-01-02,0.6,28700.0,USD,2.5,6.9,False,,,False,False,28700.0,0.0,34200.0,-16.1,44.9,0,172.2,0.0,0.0,0.0,172.2
EMP1399,Samantha,Davis,HR & People,Mid,Remote - UK,Male,2024-06-27,2.2,66300.0,USD,4.0,5.0,False,,,False,False,82050.0,-19.2,91900.0,-27.9,70.8,0,5304.0,0.0,0.0,0.0,5304.0
EMP1400,John,Chapman,Operations,Senior,Abuja,Male,2026-05-23,0.3,40200.0,USD,3.0,6.6,False,,,False,False,52800.0,-23.9,53600.0,-25.0,61.0,0,361.8,0.0,0.0,0.0,361.8
EMP1401,Randy,Collins,Engineering,Lead,Lagos,Male,2023-09-28,2.9,153400.0,USD,2.5,10.0,False,,,False,False,121600.0,26.2,125300.0,22.4,3.0,0,1534.0,0.0,0.0,0.0,1534.0
EMP1402,Mason,Jackson,Product,Director,Remote - UK,Female,2021-03-18,5.4,179600.0,USD,3.5,5.6,False,,,False,False,179600.0,0.0,188300.0,-4.6,42.4,0,8980.0,0.0,0.0,0.0,8980.0
EMP1403,Daniel,Hicks,Sales,Lead,Abuja,Male,2025-11-01,0.8,100600.0,USD,3.0,8.4,True,66.3,35210.0,False,False,100600.0,0.0,100100.0,0.5,25.1,0,2414.4,2334.42,0.0,0.0,4748.82
EMP1404,Michael,Luna,Product,Mid,Remote - Canada,Male,2023-09-14,3.0,170900.0,USD,3.0,4.7,False,,,False,False,152250.0,12.2,158600.0,7.8,25.1,0,5127.0,0.0,0.0,0.0,5127.0
EMP1405,Lisa,Young,Operations,Junior,Abuja,Female,2025-03-10,1.5,40500.0,USD,3.0,7.4,False,,,False,False,35500.0,14.1,36300.0,11.6,22.8,0,1215.0,0.0,0.0,0.0,1215.0
EMP1406,James,Morrison,Sales,Lead,Remote - US,Female,2022-12-23,3.6,198600.0,USD,3.5,5.8,True,111.4,69510.0,False,True,125050.0,58.8,128100.0,55.0,22.0,0,9930.0,8139.62,0.0,500.0,18569.62
EMP1407,Diana,Thompson,Customer Support,Junior,Lagos,Female,2022-06-24,4.2,38400.0,USD,3.0,6.7,False,,,False,False,30500.0,25.9,31700.0,21.1,21.3,0,1152.0,0.0,0.0,0.0,1152.0
EMP1408,Troy,Webster,Product,Senior,Lagos,Male,2023-12-25,2.7,100100.0,USD,4.0,5.9,False,,,False,False,103500.0,-3.3,98400.0,1.7,26.9,0,8008.0,0.0,0.0,0.0,8008.0
EMP1409,Shane,Glass,Sales,Manager,Lagos,Male,2023-01-29,3.6,127700.0,USD,3.0,6.2,True,108.5,44695.0,False,False,125200.0,2.0,129300.0,-1.2,26.2,0,3831.0,5039.36,0.0,0.0,8870.36
EMP1410,Cynthia,Weber,Finance,Senior,Remote - UK,Female,2021-05-07,5.3,89900.0,USD,3.5,8.1,False,,,False,False,117600.0,-23.6,122300.0,-26.5,51.4,0,4495.0,0.0,0.0,0.0,4495.0
EMP1411,Courtney,Hernandez,Marketing,Mid,Lagos,Male,2024-10-17,1.9,60200.0,USD,3.5,8.8,False,,,False,False,48700.0,23.6,50500.0,19.2,14.4,0,3010.0,0.0,0.0,0.0,3010.0
EMP1412,Scott,Turner,Sales,Lead,Remote - UK,Male,2025-05-13,1.2,184800.0,USD,3.5,5.5,True,108.3,64680.0,False,False,170650.0,8.3,173600.0,6.5,33.0,0,9240.0,7273.27,0.0,0.0,16513.27
EMP1413,Brian,Romero,Sales,Director,Remote - UK,Male,2025-09-12,0.9,178000.0,USD,3.5,7.1,True,86.9,62300.0,False,True,157250.0,13.2,172700.0,3.1,18.2,0,8010.0,5413.87,0.0,500.0,13923.87
EMP1414,Shannon,Brown,Operations,Director,Abuja,Female,2025-05-27,1.2,110900.0,USD,4.0,5.7,False,,,False,False,110900.0,0.0,111900.0,-0.9,26.0,0,8872.0,0.0,0.0,0.0,8872.0
EMP1415,Chase,Lin,Sales,Director,Lagos,Female,2023-11-22,2.8,133800.0,USD,2.0,4.9,True,114.6,46830.0,False,False,128000.0,4.5,133600.0,0.1,28.3,0,0.0,5708.58,0.0,0.0,5708.58
EMP1416,Christina,Hunter,Engineering,Mid,Lagos,Male,2024-10-17,1.9,67800.0,USD,4.0,6.3,False,,,False,True,74300.0,-8.7,82300.0,-17.6,43.4,0,5424.0,0.0,0.0,500.0,5924.0
EMP1417,Angela,Conner,Engineering,Mid,Lagos,Female,2020-05-01,6.3,100700.0,USD,4.0,6.6,False,,,False,True,74300.0,35.5,76200.0,32.2,32.2,0,8056.0,0.0,0.0,500.0,8556.0
EMP1418,Shannon,Pacheco,Customer Support,Mid,Abuja,Male,2023-05-27,3.3,29400.0,USD,3.5,8.8,False,,,False,False,36000.0,-18.3,37500.0,-21.6,34.2,0,1470.0,0.0,0.0,0.0,1470.0
EMP1419,Marc,Alvarez,Finance,Mid,Remote - Canada,Male,2026-07-24,0.1,118400.0,USD,3.0,7.0,False,,,False,False,126350.0,-6.3,129400.0,-8.5,30.1,0,355.2,0.0,0.0,0.0,355.2
EMP1420,Bryan,Garcia,HR & People,Junior,Port Harcourt,Non-binary,2021-07-31,5.0,26300.0,USD,2.5,8.8,False,,,True,False,43900.0,-40.1,48500.0,-45.8,77.7,1,263.0,0.0,2104.0,0.0,2367.0
EMP1421,Matthew,Klein,Engineering,Lead,Lagos,Male,2026-08-07,0.1,98900.0,USD,3.0,5.1,False,,,False,False,121600.0,-18.7,123400.0,-19.9,63.9,0,296.7,0.0,0.0,0.0,296.7
EMP1422,Gerald,Wright,Operations,Mid,Abuja,Female,2021-05-04,5.3,57700.0,USD,3.5,5.7,False,,,False,False,52500.0,9.9,58100.0,-0.7,27.1,0,2885.0,0.0,0.0,0.0,2885.0
EMP1423,Scott,Mills,Sales,Lead,Lagos,Male,2026-03-23,0.4,56600.0,USD,3.0,6.8,True,132.6,19810.0,False,False,78050.0,-27.5,79900.0,-29.2,75.4,0,679.2,2949.71,0.0,0.0,3628.91
EMP1424,Nathan,Campbell,Engineering,Lead,Lagos,Male,2026-06-24,0.1,121600.0,USD,3.5,6.9,False,,,False,False,121600.0,0.0,119000.0,2.2,27.7,0,608.0,0.0,0.0,0.0,608.0
EMP1425,Matthew,Harper,Engineering,Mid,Port Harcourt,Female,2023-08-15,3.0,50100.0,USD,2.0,7.2,False,,,False,False,72200.0,-30.6,77300.0,-35.2,68.9,1,0.0,0.0,0.0,0.0,0.0
EMP1426,Deborah,Jones,Operations,Junior,Abuja,Female,2026-06-25,0.2,30600.0,USD,3.0,5.8,False,,,False,False,35500.0,-13.8,35900.0,-14.8,50.6,0,183.6,0.0,0.0,0.0,183.6
